Start,Streaks,Goals,myDay,myWeek,myMonth,Journal,Mina Ord,Dagbok,Bullet,Settings
Detta är din start-sida.,"Här ser du en lista över dina skapade ""streaks"". Klicka på knappen ""Ny Streak"" och fyll i fälten för att skapa en ny.","Här ser du en lista över dina skapade ""Goals"". Klicka på knappen ""Ny Goal"" och fyll i fälten för att skapa en ny.",,,,,,,,
